ID,datetime,province,new_cases,cumulative_cases,type,reference
1067,2020-05-15T00:00:00Z,Sindh,8,256,DECEASED,https://www.sindhhealth.gov.pk/
1068,2020-05-15T00:00:00Z,KPK,255,5678,INFECTED,https://twitter.com/HealthKPGovt/status/1261255448826654722
1069,2020-05-15T00:00:00Z,KPK,7,291,DECEASED,https://twitter.com/HealthKPGovt/status/1261255448826654722
1070,2020-05-15T00:00:00Z,KPK,108,1613,RECOVERED,https://twitter.com/HealthKPGovt/status/1261255448826654722
1071,2020-05-15T00:00:00Z,,17,518,INFECTED,https://twitter.com/HealthDeptGB/status/1261297294781100032
1072,2020-05-15T00:00:00Z,,6,345,RECOVERED,https://twitter.com/HealthDeptGB/status/1261297294781100032
1073,2020-05-15T00:00:00Z,Sindh,47,14916,INFECTED,https://twitter.com/SindhHealthDpt/status/1261337961385226241
1074,2020-05-15T00:00:00Z,Punjab,287,14201,INFECTED,https://twitter.com/PdmapunjabO/status/1261371213353345029
1075,2020-05-15T00:00:00Z,Punjab,11,245,DECEASED,https://twitter.com/PdmapunjabO/status/1261371213353345029
1076,2020-05-15T00:00:00Z,Punjab,37,4757,RECOVERED,https://twitter.com/PdmapunjabO/status/1261371213353345029
1077,2020-05-16T00:00:00Z,AJK,3,108,INFECTED,http://covid.gov.pk/
1078,2020-05-16T00:00:00Z,Balochistan,147,2457,INFECTED,http://covid.gov.pk/
1079,2020-05-16T00:00:00Z,Islamabad,55,921,INFECTED,http://covid.gov.pk/
1080,2020-05-16T00:00:00Z,Balochistan,1,31,DECEASED,http://covid.gov.pk/
1081,2020-05-16T00:00:00Z,Balochistan,41,383,RECOVERED,http://covid.gov.pk/
1082,2020-05-16T00:00:00Z,KPK,169,5847,INFECTED,https://twitter.com/HealthKPGovt/status/1261643720459517953
1083,2020-05-16T00:00:00Z,KPK,14,305,DECEASED,https://twitter.com/HealthKPGovt/status/1261643720459517953
1084,2020-05-16T00:00:00Z,KPK,86,1699,RECOVERED,https://twitter.com/HealthKPGovt/status/1261643720459517953
1085,2020-05-16T00:00:00Z,Sindh,674,15590,INFECTED,https://twitter.com/SindhHealthDpt/status/1261676178223411201
1086,2020-05-16T00:00:00Z,Sindh,12,268,DECEASED,https://twitter.com/SindhHealthDpt/status/1261676178223411201
1087,2020-05-16T00:00:00Z,Sindh,192,3804,RECOVERED,https://twitter.com/SindhHealthDpt/status/1261676178223411201
1088,2020-05-16T00:00:00Z,,9,527,INFECTED,https://twitter.com/HealthDeptGB/status/1261715269954818049
1089,2020-05-16T00:00:00Z,,3,348,RECOVERED,https://twitter.com/HealthDeptGB/status/1261715269954818049
1090,2020-05-17T00:00:00Z,Punjab,383,14584,INFECTED,https://twitter.com/PdmapunjabO/status/1261736482156564480
1091,2020-05-17T00:00:00Z,Punjab,7,252,DECEASED,https://twitter.com/PdmapunjabO/status/1261736482156564480
1092,2020-05-17T00:00:00Z,Punjab,81,4838,RECOVERED,https://twitter.com/PdmapunjabO/status/1261736482156564480
1093,2020-05-16T00:00:00Z,Balochistan,87,2544,INFECTED,None
1094,2020-05-16T00:00:00Z,Balochistan,5,36,DECEASED,None
1095,2020-05-16T00:00:00Z,Balochistan,34,417,RECOVERED,None
1096,2020-05-17T00:00:00Z,AJK,4,112,INFECTED,http://covid.gov.pk/
1097,2020-05-17T00:00:00Z,Islamabad,26,947,INFECTED,http://covid.gov.pk/
1098,2020-05-17T00:00:00Z,AJK,1,77,RECOVERED,http://covid.gov.pk/
1099,2020-05-17T00:00:00Z,Islamabad,13,113,RECOVERED,http://covid.gov.pk/
1100,2020-05-17T00:00:00Z,Punjab,45,4883,RECOVERED,http://covid.gov.pk/
1101,2020-05-17T00:00:00Z,KPK,214,6061,INFECTED,https://twitter.com/HealthKPGovt/status/1261990054651670528
1102,2020-05-17T00:00:00Z,KPK,13,318,DECEASED,https://twitter.com/HealthKPGovt/status/1261990054651670528
1103,2020-05-17T00:00:00Z,KPK,84,1783,RECOVERED,https://twitter.com/HealthKPGovt/status/1261990054651670528
1104,2020-05-17T00:00:00Z,Sindh,735,16377,INFECTED,https://www.sindhhealth.gov.pk/
1105,2020-05-17T00:00:00Z,Sindh,413,4217,RECOVERED,https://www.sindhhealth.gov.pk/
1106,2020-05-17T00:00:00Z,Sindh,9,277,DECEASED,https://www.sindhhealth.gov.pk/
1107,2020-05-17T00:00:00Z,Sindh,52,15642,INFECTED,https://twitter.com/SindhHealthDpt/status/1262015783489716226
1108,2020-05-17T00:00:00Z,,13,540,INFECTED,https://twitter.com/HealthDeptGB/status/1262053259621150726
1109,2020-05-17T00:00:00Z,,20,368,RECOVERED,https://twitter.com/HealthDeptGB/status/1262053259621150726
1110,2020-05-18T00:00:00Z,Punjab,762,15976,INFECTED,None
1111,2020-05-18T00:00:00Z,Punjab,8,260,DECEASED,None
1112,2020-05-18T00:00:00Z,Punjab,34,4918,RECOVERED,None
1113,2020-05-17T00:00:00Z,Balochistan,148,2692,INFECTED,None
1114,2020-05-17T00:00:00Z,Balochistan,1,37,DECEASED,None
1115,2020-05-18T00:00:00Z,Islamabad,50,997,INFECTED,http://covid.gov.pk/
1116,2020-05-18T00:00:00Z,Balochistan,37,454,RECOVERED,http://covid.gov.pk/
1117,2020-05-18T00:00:00Z,Punjab,1,4884,RECOVERED,http://covid.gov.pk/
1118,2020-05-18T00:00:00Z,KPK,169,6230,INFECTED,https://twitter.com/HealthKPGovt/status/1262374716842663938
1119,2020-05-18T00:00:00Z,KPK,16,334,DECEASED,https://twitter.com/HealthKPGovt/status/1262374716842663938
1120,2020-05-18T00:00:00Z,KPK,161,1944,RECOVERED,https://twitter.com/HealthKPGovt/status/1262374716842663938
1121,2020-05-18T00:00:00Z,,10,550,INFECTED,https://twitter.com/HealthDeptGB/status/1262399659156307968
1122,2020-05-18T00:00:00Z,Sindh,864,17241,INFECTED,https://twitter.com/SindhHealthDpt/status/1262428222358261764
1123,2020-05-18T00:00:00Z,Sindh,3,280,DECEASED,https://twitter.com/SindhHealthDpt/status/1262428222358261764
1124,2020-05-18T00:00:00Z,Sindh,272,4489,RECOVERED,https://twitter.com/SindhHealthDpt/status/1262428222358261764
1125,2020-05-18T00:00:00Z,Balochistan,128,2820,INFECTED,None
1126,2020-05-18T00:00:00Z,Balochistan,1,38,DECEASED,None
1127,2020-05-18T00:00:00Z,Punjab,630,15214,INFECTED,https://twitter.com/PdmapunjabO/status/1262452711804583937
1128,2020-05-18T00:00:00Z,Punjab,13,273,DECEASED,https://twitter.com/PdmapunjabO/status/1262452711804583937
1129,2020-05-18T00:00:00Z,Punjab,56,4974,RECOVERED,https://twitter.com/PdmapunjabO/status/1262452711804583937
1130,2020-05-18T00:00:00Z,AJK,3,115,INFECTED,None
1131,2020-05-19T00:00:00Z,Islamabad,37,1034,INFECTED,http://covid.gov.pk/
1132,2020-05-19T00:00:00Z,Balochistan,70,524,RECOVERED,http://covid.gov.pk/
1133,2020-05-19T00:00:00Z,Islamabad,2,9,DECEASED,http://covid.gov.pk/
1134,2020-05-19T00:00:00Z,Sindh,648,17889,INFECTED,https://www.sindhhealth.gov.pk/
1135,2020-05-19T00:00:00Z,Sindh,802,5291,RECOVERED,https://www.sindhhealth.gov.pk/
1136,2020-05-19T00:00:00Z,Sindh,26,306,DECEASED,https://www.sindhhealth.gov.pk/
1137,2020-05-19T00:00:00Z,Sindh,58,17947,INFECTED,https://twitter.com/SindhHealthDpt/status/1262815482056499200
1138,2020-05-19T00:00:00Z,Punjab,709,16685,INFECTED,https://twitter.com/PdmapunjabO/status/1262823608671514625
1139,2020-05-19T00:00:00Z,Punjab,17,290,DECEASED,https://twitter.com/PdmapunjabO/status/1262823608671514625
1140,2020-05-19T00:00:00Z,Punjab,93,5067,RECOVERED,https://twitter.com/PdmapunjabO/status/1262823608671514625
1141,2020-05-19T00:00:00Z,,6,556,INFECTED,https://twitter.com/HealthDeptGB/status/1262755546223923203
1142,2020-05-19T00:00:00Z,,22,390,RECOVERED,https://twitter.com/HealthDeptGB/status/1262755546223923203
1143,2020-05-19T00:00:00Z,KPK,324,6554,INFECTED,https://twitter.com/HealthKPGovt/status/1262724715828871168
1144,2020-05-19T00:00:00Z,KPK,11,345,DECEASED,https://twitter.com/HealthKPGovt/status/1262724715828871168
1145,2020-05-19T00:00:00Z,KPK,114,2058,RECOVERED,https://twitter.com/HealthKPGovt/status/1262724715828871168
1146,2020-05-19T00:00:00Z,Balochistan,60,2880,INFECTED,https://twitter.com/HealthDeptBlo/status/1262815955488563203
1147,2020-05-20T00:00:00Z,AJK,18,133,INFECTED,http://covid.gov.pk/
1148,2020-05-20T00:00:00Z,Balochistan,5,2885,INFECTED,http://covid.gov.pk/
1149,2020-05-20T00:00:00Z,Islamabad,104,1138,INFECTED,http://covid.gov.pk/
1150,2020-05-20T00:00:00Z,Balochistan,84,636,RECOVERED,http://covid.gov.pk/
1151,2020-05-20T00:00:00Z,Islamabad,38,151,RECOVERED,http://covid.gov.pk/
1152,2020-05-20T00:00:00Z,Punjab,9,5076,RECOVERED,http://covid.gov.pk/
1153,2020-05-20T00:00:00Z,KPK,261,6815,INFECTED,https://twitter.com/HealthKPGovt/status/1263112799737335808
1154,2020-05-20T00:00:00Z,KPK,6,351,DECEASED,https://twitter.com/HealthKPGovt/status/1263112799737335808
1155,2020-05-20T00:00:00Z,KPK,72,2130,RECOVERED,https://twitter.com/HealthKPGovt/status/1263112799737335808
1156,2020-05-20T00:00:00Z,Sindh,1017,18964,INFECTED,https://twitter.com/SindhCMHouse/status/1263026965763719169
1157,2020-05-20T00:00:00Z,Sindh,10,316,DECEASED,https://twitter.com/SindhCMHouse/status/1263026862244143104
1158,2020-05-20T00:00:00Z,Sindh,354,5645,RECOVERED,https://twitter.com/SindhCMHouse/status/1263027008688345088
1159,2020-05-20T00:00:00Z,,23,579,INFECTED,https://twitter.com/HealthDeptGB/status/1263132900691763201
1160,2020-05-20T00:00:00Z,,12,402,RECOVERED,https://twitter.com/HealthDeptGB/status/1263132900691763201
1161,2020-05-20T00:00:00Z,Punjab,697,17382,INFECTED,https://twitter.com/PdmapunjabO/status/1263185488321675268
1162,2020-05-20T00:00:00Z,Punjab,7,297,DECEASED,https://twitter.com/PdmapunjabO/status/1263185488321675268
1163,2020-05-20T00:00:00Z,Punjab,36,5112,RECOVERED,https://twitter.com/PdmapunjabO/status/1263185488321675268
1164,2020-05-20T00:00:00Z,Balochistan,83,2968,INFECTED,None
1165,2020-05-20T00:00:00Z,Islamabad,104,1242,INFECTED,None
1166,2020-05-20T00:00:00Z,Balochistan,28,552,RECOVERED,None
1167,2020-05-21T00:00:00Z,AJK,15,148,INFECTED,http://covid.gov.pk/
1168,2020-05-21T00:00:00Z,AJK,2,79,RECOVERED,http://covid.gov.pk/
1169,2020-05-21T00:00:00Z,Islamabad,1,10,DECEASED,http://covid.gov.pk/
1170,2020-05-21T00:00:00Z,Sindh,960,19924,INFECTED,https://twitter.com/SindhCMHouse/status/1263397712776617984
1171,2020-05-21T00:00:00Z,Sindh,680,6325,RECOVERED,https://www.sindhhealth.gov.pk/
1172,2020-05-21T00:00:00Z,Sindh,20,336,DECEASED,https://twitter.com/SindhCMHouse/status/1263397822671527936
1173,2020-05-21T00:00:00Z,KPK,340,7155,INFECTED,https://twitter.com/HealthKPGovt/status/1263451010418315270
1174,2020-05-21T00:00:00Z,KPK,14,365,DECEASED,https://twitter.com/HealthKPGovt/status/1263451010418315270
1175,2020-05-21T00:00:00Z,KPK,68,2198,RECOVERED,https://twitter.com/HealthKPGovt/status/1263451010418315270
1176,2020-05-21T00:00:00Z,,23,602,INFECTED,https://twitter.com/HealthDeptGB/status/1263530171316961288
1177,2020-05-21T00:00:00Z,Punjab,1073,18455,INFECTED,https://twitter.com/PdmapunjabO/status/1263566791026098177
1178,2020-05-21T00:00:00Z,Punjab,13,310,DECEASED,https://twitter.com/PdmapunjabO/status/1263566791026098177
1179,2020-05-21T00:00:00Z,Punjab,222,5334,RECOVERED,https://twitter.com/PdmapunjabO/status/1263566791026098177
1180,2020-05-22T00:00:00Z,AJK,10,158,INFECTED,http://covid.gov.pk/
1181,2020-05-22T00:00:00Z,Balochistan,106,3074,INFECTED,http://covid.gov.pk/
1182,2020-05-22T00:00:00Z,Islamabad,84,1326,INFECTED,http://covid.gov.pk/
1183,2020-05-22T00:00:00Z,Balochistan,1,39,DECEASED,http://covid.gov.pk/
1184,2020-05-22T00:00:00Z,Balochistan,88,724,RECOVERED,http://covid.gov.pk/
1185,2020-05-22T00:00:00Z,,10,412,RECOVERED,http://covid.gov.pk/
1186,2020-05-22T00:00:00Z,Islamabad,2,12,DECEASED,http://covid.gov.pk/
1187,2020-05-23T00:00:00Z,Sindh,1238,21162,INFECTED,https://www.sindhhealth.gov.pk/
1188,2020-05-23T00:00:00Z,Sindh,825,7150,RECOVERED,https://www.sindhhealth.gov.pk/
1190,2020-05-23T00:00:00Z,AJK,13,171,INFECTED,http://covid.gov.pk/
1191,2020-05-23T00:00:00Z,Balochistan,124,3198,INFECTED,http://covid.gov.pk/
1192,2020-05-23T00:00:00Z,Islamabad,131,1457,INFECTED,http://covid.gov.pk/
1193,2020-05-23T00:00:00Z,KPK,236,7391,INFECTED,http://covid.gov.pk/
1194,2020-05-23T00:00:00Z,,5,607,INFECTED,http://covid.gov.pk/
1195,2020-05-23T00:00:00Z,Punjab,275,18730,INFECTED,http://covid.gov.pk/
1196,2020-05-23T00:00:00Z,AJK,15,94,RECOVERED,http://covid.gov.pk/
1197,2020-05-23T00:00:00Z,Balochistan,38,762,RECOVERED,http://covid.gov.pk/
1198,2020-05-23T00:00:00Z,,15,427,RECOVERED,http://covid.gov.pk/
1199,2020-05-23T00:00:00Z,Islamabad,1,152,RECOVERED,http://covid.gov.pk/
1200,2020-05-23T00:00:00Z,KPK,16,381,DECEASED,http://covid.gov.pk/
1201,2020-05-23T00:00:00Z,KPK,99,2297,RECOVERED,http://covid.gov.pk/
1202,2020-05-23T00:00:00Z,Punjab,14,324,DECEASED,http://covid.gov.pk/
1203,2020-05-23T00:00:00Z,Punjab,572,5906,RECOVERED,http://covid.gov.pk/
1204,2020-05-23T00:00:00Z,KPK,294,7685,INFECTED,https://twitter.com/HealthKPGovt/status/1264166294540234752
1205,2020-05-23T00:00:00Z,KPK,8,389,DECEASED,https://twitter.com/HealthKPGovt/status/1264166294540234752
1206,2020-05-23T00:00:00Z,KPK,99,2396,RECOVERED,https://twitter.com/HealthKPGovt/status/1264166294540234752
1207,2020-05-23T00:00:00Z,Sindh,483,21645,INFECTED,https://twitter.com/SindhHealthDpt/status/1264236406811082752/
1208,2020-05-23T00:00:00Z,Sindh,18,354,DECEASED,https://twitter.com/SindhHealthDpt/status/1264236406811082752/
1209,2020-05-23T00:00:00Z,Sindh,59,7209,RECOVERED,https://twitter.com/SindhHealthDpt/status/1264236406811082752/
1210,2020-05-23T00:00:00Z,Punjab,827,19557,INFECTED,https://twitter.com/PdmapunjabO/status/1264257043772387330
1211,2020-05-23T12:00:00Z,Punjab,8,332,DECEASED,https://twitter.com/PdmapunjabO/status/1264257043772387330
1212,2020-05-23T00:00:00Z,Punjab,144,6050,RECOVERED,https://twitter.com/PdmapunjabO/status/1264257043772387330
1213,2020-05-23T12:00:00Z,,3,430,RECOVERED,None
1214,2020-05-23T00:00:00Z,,12,619,INFECTED,None
1215,2020-05-24T00:00:00Z,AJK,3,97,RECOVERED,http://covid.gov.pk/
1216,2020-05-24T00:00:00Z,Balochistan,98,860,RECOVERED,http://covid.gov.pk/
1217,2020-05-24T00:00:00Z,Islamabad,2,14,DECEASED,http://covid.gov.pk/
1218,2020-05-24T00:00:00Z,Sindh,4,7213,RECOVERED,http://covid.gov.pk/
1219,2020-05-24T00:00:00Z,AJK,26,197,INFECTED,http://covid.gov.pk/
1220,2020-05-24T00:00:00Z,Balochistan,108,3306,INFECTED,http://covid.gov.pk/
1221,2020-05-24T00:00:00Z,Islamabad,135,1592,INFECTED,http://covid.gov.pk/
1222,2020-05-23T19:00:00Z,KPK,220,7905,INFECTED,https://twitter.com/HealthKPGovt/status/1264575612326379521
1223,2020-05-23T19:00:00Z,KPK,9,398,DECEASED,https://twitter.com/HealthKPGovt/status/1264575612326379521
1224,2020-05-23T19:00:00Z,KPK,73,2469,RECOVERED,https://twitter.com/HealthKPGovt/status/1264575612326379521
1225,2020-05-23T19:00:00Z,,3,7,DECEASED,https://twitter.com/HealthDeptGB/status/1264617817158103041
1226,2020-05-23T19:00:00Z,,7,437,RECOVERED,https://twitter.com/HealthDeptGB/status/1264617817158103041
1227,2020-05-23T19:00:00Z,Punjab,520,20077,INFECTED,https://twitter.com/PdmapunjabO/status/1264640120466083842
1228,2020-05-23T19:00:00Z,Punjab,5,337,DECEASED,https://twitter.com/PdmapunjabO/status/1264640120466083842
1229,2020-05-23T19:00:00Z,Punjab,41,6091,RECOVERED,https://twitter.com/PdmapunjabO/status/1264640120466083842
1230,2020-05-24T00:00:00Z,Sindh,846,22491,INFECTED,None
1231,2020-05-24T00:00:00Z,Sindh,13,367,DECEASED,None
1232,2020-05-24T00:00:00Z,Sindh,146,7359,RECOVERED,None
1236,2020-05-24T00:00:00Z,Balochistan,98,860,RECOVERED,http://covid.gov.pk/
1243,2020-05-24T00:00:00Z,,Confirmed,7213,RECOVERED_REVISED,http://covid.gov.pk/
1247,2020-05-24T00:00:00Z,Balochistan,98,860,RECOVERED,http://covid.gov.pk/
1254,2020-05-24T00:00:00Z,,Confirmed,7213,RECOVERED_REVISED,http://covid.gov.pk/
5807,2020-05-25T00:00:00Z,AJK,2,99,RECOVERED,http://covid.gov.pk/
5809,2020-05-25T00:00:00Z,Balochistan,15,875,RECOVERED,http://covid.gov.pk/
5810,2020-05-25T00:00:00Z,Islamabad,2,16,DECEASED,http://covid.gov.pk/
5813,2020-05-25T00:00:00Z,Balochistan,1,40,DECEASED,http://covid.gov.pk/
5814,2020-05-25T00:00:00Z,Balochistan,15,875,RECOVERED,http://covid.gov.pk/
5816,2020-05-25T00:00:00Z,AJK,12,209,INFECTED,http://covid.gov.pk/
5817,2020-05-25T00:00:00Z,Islamabad,49,1641,INFECTED,http://covid.gov.pk/
5819,2020-05-25T00:00:00Z,Balochistan,101,3407,INFECTED,http://covid.gov.pk/
5820,2020-05-25T00:00:00Z,AJK,1,2,DECEASED,http://covid.gov.pk/
5823,2020-05-25T00:00:00Z,Balochistan,15,875,RECOVERED,http://covid.gov.pk/
5829,2020-05-25T11:56:49.487933Z,,11,630,INFECTED,https://twitter.com/HealthDeptGB/status/1264961256844398598
5830,2020-05-25T11:57:19.019438Z,,3,440,RECOVERED,https://twitter.com/HealthDeptGB/status/1264961256844398598
5832,2020-05-25T12:05:01.905460Z,,1,8,DECEASED,https://twitter.com/HealthDeptGB/status/1264961256844398598
5833,2020-05-25T12:11:04.985150Z,KPK,175,8080,INFECTED,https://twitter.com/HealthKPGovt/status/1264912133738958849
5834,2020-05-25T12:11:33.035758Z,KPK,10,408,DECEASED,https://twitter.com/HealthKPGovt/status/1264912133738958849
5835,2020-05-25T12:11:45.431103Z,KPK,60,2529,RECOVERED,https://twitter.com/HealthKPGovt/status/1264912133738958849
5882,2020-05-25T14:17:44.853159Z,Punjab,577,20654,INFECTED,https://twitter.com/PdmapunjabO/status/1264998810599796736
5883,2020-05-25T14:20:16.776460Z,Punjab,15,352,DECEASED,https://twitter.com/PdmapunjabO/status/1264999649989070851
5884,2020-05-25T14:25:13.628121Z,Punjab,33,6124,RECOVERED,https://twitter.com/PdmapunjabO/status/1264999649989070851
5907,2020-05-26T13:22:00Z,AJK,2,211,INFECTED,http://covid.gov.pk/
5908,2020-05-26T13:22:00Z,Islamabad,87,1728,INFECTED,http://covid.gov.pk/
5910,2020-05-26T13:22:00Z,Sindh,443,22934,INFECTED,http://covid.gov.pk/
5911,2020-05-26T13:22:00Z,Balochistan,61,3468,INFECTED,http://covid.gov.pk/
5913,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
5918,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
5920,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
5924,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
5926,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
5930,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
5932,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
5933,2020-05-26T13:18:00Z,,4,444,RECOVERED,http://covid.gov.pk/
5936,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
5938,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
5942,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
5944,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
5948,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
5950,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
5954,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
5956,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
5960,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
5961,2020-05-26T14:33:59.728416Z,KPK,179,8259,INFECTED,https://twitter.com/HealthKPGovt/status/1265269547151626240
5962,2020-05-26T14:34:09.002833Z,KPK,8,416,DECEASED,https://twitter.com/HealthKPGovt/status/1265269547151626240
5963,2020-05-26T14:34:22.515200Z,KPK,49,2578,RECOVERED,https://twitter.com/HealthKPGovt/status/1265269547151626240
5964,2020-05-26T14:35:20.341976Z,,8,638,INFECTED,https://twitter.com/HealthDeptGB/status/1265308021556686850
5965,2020-05-26T14:35:36.454187Z,,1,9,DECEASED,https://twitter.com/HealthDeptGB/status/1265308021556686850
5966,2020-05-26T14:37:46.938575Z,,13,457,RECOVERED,https://twitter.com/HealthDeptGB/status/1265308021556686850
5968,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
5972,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
5982,2020-05-26T16:39:53.033441Z,Punjab,464,21118,INFECTED,https://twitter.com/PdmapunjabO/status/1265363543232217089
5983,2020-05-26T16:40:13.358258Z,Punjab,10,362,DECEASED,https://twitter.com/PdmapunjabO/status/1265363543232217089
5984,2020-05-26T16:40:59.225790Z,Punjab,61,6185,RECOVERED,https://twitter.com/PdmapunjabO/status/1265363543232217089
5985,2020-05-26T16:41:00.117800Z,Punjab,0,6185,RECOVERED,https://twitter.com/PdmapunjabO/status/1265363543232217089
6043,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
6046,2020-05-26T13:18:00Z,Sindh,2,369,DECEASED,http://covid.gov.pk/
6047,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
6049,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
6053,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
6054,2020-05-26T13:18:00Z,Balochistan,1,41,DECEASED,http://covid.gov.pk/
6055,2020-05-26T13:18:00Z,Balochistan,118,993,RECOVERED,http://covid.gov.pk/
6057,2020-05-26T13:18:00Z,Islamabad,1,17,DECEASED,http://covid.gov.pk/
6059,2020-05-26T13:18:00Z,Sindh,614,7973,RECOVERED,http://covid.gov.pk/
6060,2020-05-27T13:59:00Z,AJK,3,214,INFECTED,http://covid.gov.pk/
6061,2020-05-27T13:59:00Z,Islamabad,151,1879,INFECTED,http://covid.gov.pk/
6063,2020-05-27T13:59:00Z,Sindh,573,23507,INFECTED,http://covid.gov.pk/
6064,2020-05-27T13:59:00Z,Balochistan,68,3536,INFECTED,http://covid.gov.pk/
6067,2020-05-27T14:05:00Z,Balochistan,163,1156,RECOVERED,http://covid.gov.pk/
6071,2020-05-27T14:05:00Z,Sindh,542,8515,RECOVERED,http://covid.gov.pk/
6072,2020-05-27T14:05:00Z,AJK,2,4,DECEASED,http://covid.gov.pk/
6073,2020-05-27T14:05:00Z,Balochistan,1,42,DECEASED,http://covid.gov.pk/
6074,2020-05-27T14:05:00Z,Balochistan,163,1156,RECOVERED,http://covid.gov.pk/
6076,2020-05-27T14:05:00Z,Sindh,5,374,DECEASED,http://covid.gov.pk/
6077,2020-05-27T14:05:00Z,Sindh,542,8515,RECOVERED,http://covid.gov.pk/
6080,2020-05-27T14:05:00Z,Balochistan,163,1156,RECOVERED,http://covid.gov.pk/
6081,2020-05-27T14:05:00Z,Islamabad,1,18,DECEASED,http://covid.gov.pk/
6083,2020-05-27T14:05:00Z,Sindh,542,8515,RECOVERED,http://covid.gov.pk/
6087,2020-05-27T16:04:04.455417Z,Sindh,699,24206,INFECTED,https://twitter.com/murtazawahab1/status/1265575876164493313
6088,2020-05-27T16:04:25.189738Z,Sindh,755,9270,RECOVERED,https://twitter.com/murtazawahab1/status/1265575876164493313
6090,2020-05-27T16:05:29.477988Z,Sindh,6,380,DECEASED,https://twitter.com/murtazawahab1/status/1265575876164493313
6091,2020-05-27T16:07:04.246903Z,KPK,224,8483,INFECTED,https://twitter.com/HealthKPGovt/status/1265639269613346820
6092,2020-05-27T16:07:16.786352Z,KPK,9,425,DECEASED,https://twitter.com/HealthKPGovt/status/1265639269613346820
6093,2020-05-27T16:07:31.553712Z,KPK,54,2632,RECOVERED,https://twitter.com/HealthKPGovt/status/1265639269613346820
6127,2020-05-27T17:28:03.573439Z,,6,463,RECOVERED,None
6128,2020-05-27T17:28:44.547119Z,,13,651,INFECTED,None
6129,2020-05-27T17:45:18.850553Z,Balochistan,80,3616,INFECTED,None
6131,2020-05-27T17:45:54.049083Z,Balochistan,133,1289,RECOVERED,None
6138,2020-05-28T03:57:00Z,AJK,5,219,INFECTED,http://covid.gov.pk/
6139,2020-05-28T03:57:00Z,Islamabad,136,2015,INFECTED,http://covid.gov.pk/
6141,2020-05-28T03:57:00Z,Punjab,919,22037,INFECTED,http://covid.gov.pk/
6146,2020-05-28T04:02:00Z,Punjab,141,6326,RECOVERED,http://covid.gov.pk/
6149,2020-05-28T04:02:00Z,Punjab,19,381,DECEASED,http://covid.gov.pk/
6150,2020-05-28T04:02:00Z,Punjab,141,6326,RECOVERED,http://covid.gov.pk/
6151,2020-05-27T09:59:00Z,Sindh,1146,24080,INFECTED,https://www.sindhhealth.gov.pk/
6152,2020-05-27T09:59:00Z,Sindh,2162,10135,RECOVERED,https://www.sindhhealth.gov.pk/
6155,2020-05-28T11:48:58.061179Z,Sindh,1103,25309,INFECTED,https://twitter.com/SindhCMHouse/status/1265933086086365186
6156,2020-05-28T11:49:39.950487Z,Sindh,16,396,DECEASED,https://twitter.com/SindhCMHouse/status/1265933111730282497
6157,2020-05-28T11:50:11.022047Z,Sindh,1920,11190,RECOVERED,https://twitter.com/SindhCMHouse/status/1265933206823620609
6159,2020-05-28T04:02:00Z,Islamabad,1,19,DECEASED,http://covid.gov.pk/
6161,2020-05-28T04:02:00Z,Punjab,141,6326,RECOVERED,http://covid.gov.pk/
6162,2020-05-28T12:46:08.326593Z,KPK,359,8842,INFECTED,https://twitter.com/HealthKPGovt/status/1265986895592505345
6163,2020-05-28T12:46:18.654294Z,KPK,7,432,DECEASED,https://twitter.com/HealthKPGovt/status/1265986895592505345
