BHAKKAR,KALUR KOT,THQ Hospital Kalurkot,THQ Hospital Kalurkot,HCW,,,
BHAKKAR,MANKERA,THQ Hospital Mankera,THQ Hospital Mankera,HCW,,,
BHAKKAR,DARYA KHAN,"THQ Hospital, Daryakhan","THQ Hospital, Daryakhan",HCW,,,
CHAKWAL,TALA GANG,City Hospital Talagang,City Hospital Talagang,HCW,,,
CHAKWAL,CHAKWAL,DHQ Hospital CHAKWAL,DHQ Hospital CHAKWAL,HCW,,,
CHAKWAL,"CHOA SAIDANSHAH",THQ CHOA SAIDEN SHAH,THQ CHOA SAIDEN SHAH,HCW,,,
CHAKWAL,TALA GANG,THQ TALAGANG,THQ TALAGANG,HCW,,,
CHAKWAL,KALLAR KAHAR,TRAUMA CENTRE THQ HOSPITAL KALLAR KAHAR,TRAUMA CENTRE THQ HOSPITAL KALLAR KAHAR,HCW,,,
CHINIOT,CHINIOT,DHQ Hospital,DHQ Hospital,HCW,,,
CHINIOT,BHAWANA,THQ Bhowana,THQ Bhowana,HCW,,,
CHINIOT,LALIAN,THQ Lalian,THQ Lalian,HCW,,,
DERA GHAZI KHAN,DERA GHAZI KHAN,TEACHING HOSPITAL D.G. KHAN,TEACHING HOSPITAL D.G. KHAN,HCW,,,
DERA GHAZI KHAN,TAUNSA,THQ HOSPITAL TAUNS,THQ HOSPITAL TAUNS,HCW,,,
DERA GHAZI KHAN,KOT CHUTTA,"Tehsil Headquarter Hospital, Kot Chutta","Tehsil Headquarter Hospital, Kot Chutta",HCW,,,
FAISALABAD,FAISALABAD CITY,Allied Hospital Faisalabad,Allied Hospital Faisalabad,HCW,,,
FAISALABAD,FAISALABAD CITY,Children Hospital Faisalabad,Children Hospital Faisalabad,HCW,,,
FAISALABAD,FAISALABAD CITY,DISTRICT HEAD QUARTER HOSPITAL FAISALABAD,DISTRICT HEAD QUARTER HOSPITAL FAISALABAD,HCW,,,
PUNJAB
PUNJAB
District
District
Tehsil
Tehsil
AVC Name
AVC Name
Address
Address
FAISALABAD,FAISALABAD CITY,Faisalabad Institute of Cardiology Faisalabad,Faisalabad Institute of Cardiology Faisalabad,HCW
FAISALABAD,FAISALABAD CITY,Govt. General Hospital 224/RB,Govt. General Hospital 224/RB,HCW
FAISALABAD,FAISALABAD CITY,Govt. General Hospital G.M Abad,Govt. General Hospital G.M Abad,HCW
FAISALABAD,FAISALABAD CITY,Govt. General Hospital Samanabad,Govt. General Hospital Samanabad,HCW
FAISALABAD,CHAK JHUMRA,THQ HOSPITAL CHAK JHUMRA,THQ HOSPITAL CHAK JHUMRA,HCW
FAISALABAD,JARANWALA,THQ HOSPITAL JARANWALA,THQ HOSPITAL JARANWALA,HCW
FAISALABAD,SUMMUNDRI,THQ HOSPITAL SUMUNDRI,THQ HOSPITAL SUMUNDRI,HCW
FAISALABAD,TANDLIAN WALA,THQ HOSPITAL TANDILIANWALA,THQ HOSPITAL TANDILIANWALA,HCW
GUJRANWALA,GUJRANWALA,DHQ/Teaching Hospital Gujranwala,DHQ/Teaching Hospital Gujranwala,HCW
GUJRANWALA,GUJRANWALA,DOH OFFICE GUJRANWALA,DOH OFFICE GUJRANWALA,HCW
GUJRANWALA,KAMOKE,THQ Hospital Kamoke,THQ Hospital Kamoke,HCW
GUJRANWALA,"NOWSHERAVIRKAN",THQ Hospital Noshehra Vikran,THQ Hospital Noshehra Vikran,HCW
GUJRANWALA,WAZIRABAD,THQ Hospital Wazirabad,THQ Hospital Wazirabad,HCW
GUJRAT,KHARIAN,40-Bedded Civil Hospital Dinga,40-Bedded Civil Hospital Dinga,HCW
GUJRAT,GUJRAT,"AZIZ BHATTI SHAHEED (DHQ) HOSPITAL, GUJRAT","AZIZ BHATTI SHAHEED (DHQ) HOSPITAL, GUJRAT",HCW
GUJRAT,KHARIAN,THQ HOSPITAL KHARIAN,THQ HOSPITAL KHARIAN,HCW
GUJRAT,SARAI ALAMGIR,THQ Hospital Sarai Alamgir,THQ Hospital Sarai Alamgir,HCW
GUJRAT,KHARIAN,Tehsil Level HOSPITAL LALA MUSA,Tehsil Level HOSPITAL LALA MUSA,HCW
HAFIZABAD,HAFIZABAD,DHQ Hospital Hafizabad,DHQ Hospital Hafizabad,HCW
HAFIZABAD,PINDI BHATTIAN,THQ Pindi Bhattian,THQ Pindi Bhattian,HCW
JHANG,JHANG,"DHQ Hospital, Jhang","DHQ Hospital, Jhang",HCW
JHANG,AHMADPUR SIAL,THQ Ahmed pur Sial,THQ Ahmed pur Sial,HCW
JHANG,18-HAZARI,THQ Hospital 18-Hazari,THQ Hospital 18-Hazari,HCW
JHANG,SHORKOT,THQ Hospital Shorkot,THQ Hospital Shorkot,HCW
JHELUM,DINA,DHQ Hospital Jhelum,DHQ Hospital Jhelum,HCW
JHELUM,PIND DADAN KHAN,THQ Hospital PD Khan,THQ Hospital PD Khan,HCW
JHELUM,SOHAWA,THQ Hospital Sohawa,THQ Hospital Sohawa,HCW
KASUR,KASUR,DHQ HOSPITAL KASUR,DHQ HOSPITAL KASUR,HCW
KASUR,KASUR,"Govt. Aziz Bibi THQ Hospital, Roshan Bheela, Tehsil Kasur","Govt. Aziz Bibi THQ Hospital, Roshan Bheela, Tehsil Kasur",HCW
KASUR,PATTOKI,THQ HOSPITAL PATTOKI,THQ HOSPITAL PATTOKI,HCW
KASUR,"KOT RADHAKISHEN","THQ HOSPITAL, KOT RADHA KISHAN","THQ HOSPITAL, KOT RADHA KISHAN",HCW
KASUR,CHUNIAN,"THQ, HOSPITAL CHUNIAN","THQ, HOSPITAL CHUNIAN",HCW
KHANEWAL,KHANEWAL,DHQ HOSPITAL KHANEWAL,DHQ HOSPITAL KHANEWAL,HCW
KHANEWAL,JAHANIAN,THQ HOSPITAL JAHANIAN,THQ HOSPITAL JAHANIAN,HCW
KHANEWAL,KABIRWALA,THQ HOSPITAL KABIR WALA,THQ HOSPITAL KABIR WALA,HCW
KHANEWAL,MIAN CHANNU,THQ HOSPITAL MIAN CHANNU,THQ HOSPITAL MIAN CHANNU,HCW
KHUSHAB,KHUSHAB,DHQ KHUSHAB AT JAHURABAD,DHQ KHUSHAB AT JAHURABAD,HCW
KHUSHAB,KHUSHAB,THQ HOSPITAL KHUSHAB KHUSHAB,THQ HOSPITAL KHUSHAB KHUSHAB,HCW
KHUSHAB,NOWSHERA,THQ HOSPITAL NAUSHERA,THQ HOSPITAL NAUSHERA,HCW
KHUSHAB,NOORPUR,THQ HOSPITAL NOOR PUR THAL,THQ HOSPITAL NOOR PUR THAL,HCW
KHUSHAB,QAIDABAD,THQ HOSPITAL QAIDABAD,THQ HOSPITAL QAIDABAD,HCW
LAHORE,RAIWIND,Farooq Hospital Lahore,Frooq Hospital Lahore,HCW
LAHORE,LAHORE CANTT,Children Hospital,Children Hospital,HCW
LAHORE,RAIWIND,Doctors Hospital Lahore,Doctors Hospital Lahore,HCW
LAHORE,LAHORE CITY,General Hospital Lahore,General Hospital Lahore,HCW
LAHORE,LAHORE CANTT,Govt Mian Meer Hospital,Govt Mian Meer Hospital,HCW
LAHORE,LAHORE CITY,Govt Nawaz Sharif Hospital Yakki Gate,Govt Nawaz Sharif Hospital Yakki Gate,HCW
LAHORE,LAHORE CITY,Govt Teaching Hospital Shahdra,Govt Teaching Hospital Shahdra,HCW
LAHORE,SHALIMAR,Govt. Kot Khawaja Saeeed Hospital,Govt. Kot Khawaja Saeeed Hospital,HCW
LAHORE,LAHORE CITY,Govt. Mian Munshi Hospital,Govt. Mian Munshi Hospital,HCW
LAHORE,LAHORE CITY,Govt. Mozang Hospital,Govt. Mozang Hospital,HCW
LAHORE,RAIWIND,Govt. Social Security Hospital,Govt. Social Security Hospital,HCW
LAHORE,LAHORE CANTT,Jinnah Hospital,Jinnah Hospital,HCW
LAHORE,LAHORE CITY,"LADY WALLINGDON HOSPITAL,LAHORE","LADY WALLINGDON HOSPITAL,LAHORE",HCW
LAHORE,LAHORE CITY,Lady Aitchison Hospital Lahore,Lady Aitchison Hospital Lahore,HCW
LAHORE,LAHORE CITY,Mayo Hospital,Mayo Hospital,HCW
LAHORE,LAHORE CANTT,Pakistan Kidney and Liver Research Institute (PKLI),Pakistan Kidney and Liver Research Institute (PKLI),HCW
LAHORE,LAHORE CITY,Punjab Institute of Cardiology Hospital,Punjab Institute of Cardiology Hospital,HCW
LAHORE,LAHORE CITY,Service Hospital,Service Hospital,HCW
LAHORE,LAHORE CITY,Shaikh Zayed Hospital,Shaikh Zayed Hospital,HCW
LAHORE,LAHORE CITY,Shaukat Khanum Memorial Cancer Hospital and Research Centre,Shaukat Khanum Memorial Cancer Hospital and Research Centre,HCW
LAHORE,LAHORE CANTT,Sir Ganga Ram Hospital Lahore,Sir Ganga Ram Hospital Lahore,HCW
LAYYAH,LAYYAH,DHQ HOSPITAL LAYYAH,DHQ HOSPITAL LAYYAH,HCW
LAYYAH,CHOUBARA,THQ Hospital Choubara,THQ Hospital Choubara,HCW
LAYYAH,KAROR LAL ESAN,THQ Hospital Karor,THQ Hospital Karor,HCW
LAYYAH,LAYYAH,THQ Thal (Mian Nawaz Shareef )Hospital Layyah,THQ Thal (Mian Nawaz Shareef )Hospital Layyah,HCW
LODHRAN,LODHRAN,DHQ HOSPITAL LODHRAN,DHQ HOSPITAL LODHRAN,HCW
LODHRAN,KEHROR PACCA,THQ HOSPITAL KEHROR PACCA,THQ HOSPITAL KEHROR PACCA,HCW
LODHRAN,DUNYAPUR,THQ Hospital Dunya pur,THQ Hospital Dunya pur,HCW
MANDI BAHAUDDIN,"MANDIBAHAUDDIN","DHQ Hospital, M.B.Din","DHQ Hospital, M.B.Din",HCW
MANDI BAHAUDDIN,MALAKWAL,THQ Hospital Malakwal,THQ Hospital Malakwal,HCW
MANDI BAHAUDDIN,PHALIA,"THQ Hospital, Phalia","THQ Hospital, Phalia",HCW
MIANWALI,MIANWALI,967431DHQ HOSPITAL MIANWALI,967431DHQ HOSPITAL MIANWALI,HCW
MIANWALI,ISAKHEL,THQ HOSPITAL ISA KHEL,THQ HOSPITAL ISA KHEL,HCW
MIANWALI,PIPLAN,THQ HOSPITAL PIPLAN,THQ HOSPITAL PIPLAN,HCW
MULTAN,MULTAN CITY,CH. PERVAIZ ILLAHI INSTITUTE OF CARDIOLOGY,CH. PERVAIZ ILLAHI INSTITUTE OF CARDIOLOGY,HCW
MULTAN,MULTAN CITY,Children Hospital Complex Multan,Children Hospital Complex Multan,HCW
MULTAN,"JALALPURPIRWALA",GOVT. MUSHTAQ LANG THQ HOSP.JALALPUR PIRWALA,GOVT. MUSHTAQ LANG THQ HOSP.JALALPUR PIRWALA,HCW
MULTAN,SHUJABAD,GOVT.THQ HOSPITAL SHUJABAD,GOVT.THQ HOSPITAL SHUJABAD,HCW
MULTAN,MULTAN CITY,Govt.Shahbaz Sharif DHQ Hospital Multan,Govt.Shahbaz Sharif DHQ Hospital Multan,HCW
MULTAN,MULTAN CITY,NISHTER HOSPITAL MULTAN,NISHTER HOSPITAL MULTAN,HCW
MULTAN,MULTAN CITY,NISHTER INSTITUTE OF DENTISTRY,NISHTER INSTITUTE OF DENTISTRY,HCW
MULTAN,MULTAN CITY,"Pak Italian Modern Burn Centre, Nishtar Medical University Multan","Pak Italian Modern Burn Centre, Nishtar Medical University Multan",HCW
MUZAFFARGARH,MUZAFFARGARH,DHQ Hospital Muzaffargarh,DHQ Hospital Muzaffargarh,HCW
MUZAFFARGARH,KOT ADDU,THQ Chowk Sarawar Shaheed,THQ Chowk Sarawar Shaheed,HCW
MUZAFFARGARH,ALIPUR,THQ Hospital Alipur,THQ Hospital Alipur,HCW
MUZAFFARGARH,KOT ADDU,THQ Hospital Kot Adu,THQ Hospital Kot Adu,HCW
MUZAFFARGARH,JATOI,THQ Jatoi,THQ Jatoi,HCW
NANKANA SAHIB,NANKANA SAHIB,DHQ HOSPITAL NANKANA SAHIB,DHQ HOSPITAL NANKANA SAHIB,HCW
NANKANA SAHIB,SANGLA HILL,THQ HOSPITAL SANGLA HILL,THQ HOSPITAL SANGLA HILL,HCW
NANKANA SAHIB,SHAH KOT,THQ HOSPITAL SHAHKOT,THQ HOSPITAL SHAHKOT,HCW
NAROWAL,NAROWAL,DHQ Narowal,DHQ Narowal,HCW
NAROWAL,SHAKARGARH,THQ Shakargarh,THQ Shakargarh,HCW
OKARA,RENALA KHURD,DHQ HOSPITAL (SOUTH CITY) OKARA,DHQ HOSPITAL (SOUTH CITY) OKARA,HCW
OKARA,OKARA,DHQ HOSPITAL OKARA,DHQ HOSPITAL OKARA,HCW
OKARA,DEPALPUR,THQ HOSPITAL DEPALPUR,THQ HOSPITAL DEPALPUR,HCW
OKARA,RENALA KHURD,THQ HOSPITAL HAVALI LAKHA,THQ HOSPITAL HAVALI LAKHA,HCW
PAKPATTAN,PAKPATTAN,DHQ HOSPITAL PAKPATTAN,DHQ HOSPITAL PAKPATTAN,HCW
PAKPATTAN,ARIF WALA,"THQ HOSPITAL, ARIFWALA ARIFWALA","THQ HOSPITAL, ARIFWALA ARIFWALA",HCW
RAHIM YAR KHAN,KHANPUR,THQ HOSPITAL KHANPUR,THQ HOSPITAL KHANPUR,HCW
RAHIM YAR KHAN,LIAQUAT PUR,THQ HOSPITAL LIAQUATPUR,THQ HOSPITAL LIAQUATPUR,HCW
RAHIM YAR KHAN,SADIQABAD,THQ HOSPITAL SADIQABAD,THQ HOSPITAL SADIQABAD,HCW
RAHIM YAR KHAN,RAHIM YAR KHAN,Teaching Hospital Sheikh Zayed RYK,Teaching Hospital Sheikh Zayed RYK,HCW
RAJANPUR,RAJANPUR,DHQ HOSPITAL RAJANPUR,DHQ HOSPITAL RAJANPUR,HCW
RAJANPUR,JAMPUR,THQ HOSPITAL JAMPUR,THQ HOSPITAL JAMPUR,HCW
RAJANPUR,ROJHAN,THQ HOSPITAL ROJHAN,THQ HOSPITAL ROJHAN,HCW
RAWALPINDI,RAWALPINDI,Benazir Bhutto Hospital,Benazir Bhutto Hospital,HCW
RAWALPINDI,RAWALPINDI,DHQ Hospital Rawalpindi,DHQ Hospital Rawalpindi,HCW
RAWALPINDI,RAWALPINDI,Holy Family Hospital Rawalpindi,Holy Family Hospital Rawalpindi,HCW
RAWALPINDI,RAWALPINDI,"Rawalpindi Institute of Cardiology, Rawalpindi","Rawalpindi Institute of Cardiology, Rawalpindi",HCW
RAWALPINDI,MURREE,Syed Muhammad Hussain Govt. T.B Sanatorium Samli,Syed Muhammad Hussain Govt. T.B Sanatorium Samli,HCW
RAWALPINDI,KAHUTA,THQ HOSP KAHUTA,THQ HOSP KAHUTA,HCW
RAWALPINDI,GUJAR KHAN,THQ HOSP: GUJAR KHAN,THQ HOSP: GUJAR KHAN,HCW
RAWALPINDI,MURREE,THQ HOSP: MURREE,THQ HOSP: MURREE,HCW
RAWALPINDI,TAXILA,THQ HOSPITAL TAXILA,THQ HOSPITAL TAXILA,HCW
RAWALPINDI,"KALLARSAYADDAN",THQ Hospital Kallar Syedan,THQ Hospital Kallar Syedan,HCW
RAWALPINDI,KOTLI SATTIAN,THQ Kotli Sattian,THQ Kotli Sattian,HCW
RAWALPINDI,TAXILA,Wah General Hospital Taxila,Wah General Hospital Taxila,HCW
SAHIWAL,SAHIWAL,DHQ TEACHING HOSPITAL SAHIWAL,DHQ TEACHING HOSPITAL SAHIWAL,HCW
SAHIWAL,SAHIWAL,GOVT. HAJI ABDUL QAYYUM TEACHING HOSPITAL SAHIWAL,GOVT. HAJI ABDUL QAYYUM TEACHING HOSPITAL SAHIWAL,HCW
SAHIWAL,SAHIWAL,MINI HOSPITAL GHALLA MANDI SAHIWAL,MINI HOSPITAL GHALLA MANDI SAHIWAL,HCW
SAHIWAL,CHICHAWATNI,THQ HOSPITAL CHICHAWATNI,THQ HOSPITAL CHICHAWATNI,HCW
SARGODHA,SARGODHA,DHQ TEACHING HOSPITAL SARGODHA,DHQ TEACHING HOSPITAL SARGODHA,HCW
SARGODHA,SARGODHA,GOVT. TB HOSPITAL SARGODHA,GOVT. TB HOSPITAL SARGODHA,HCW
SARGODHA,SARGODHA,THQ BHAGTANWALA,THQ BHAGTANWALA,HCW
SARGODHA,BHERA,THQ BHERA,THQ BHERA,HCW
SARGODHA,SARGODHA,THQ CHAK NO. 46/SB,THQ CHAK NO. 46/SB,HCW
SARGODHA,BHALWAL,THQ HOSPITAL BHALWAL,THQ HOSPITAL BHALWAL,HCW
SARGODHA,SARGODHA,THQ HOSPITAL CHAK NO. 90/SB,THQ HOSPITAL CHAK NO. 90/SB,HCW
SARGODHA,SHAHPUR,THQ HOSPITAL SHAHPUR,THQ HOSPITAL SHAHPUR,HCW
SARGODHA,KOT MOMIN,THQ KOT MOMIN,THQ KOT MOMIN,HCW
SARGODHA,SAHIWAL,THQ SAHIWAL,THQ SAHIWAL,HCW
SARGODHA,SILLANWALI,THQ SILLANWALI,THQ SILLANWALI,HCW
SHEIKHUPURA,SHEIKHUPURA,DHQ HOPITAL SHEIKHUPURA,DHQ HOPITAL SHEIKHUPURA,HCW
SHEIKHUPURA,MURIDKE,THQ HOSPITAL MURIDKE,THQ HOSPITAL MURIDKE,HCW
SHEIKHUPURA,FEROZEWALA,THQ Hospital Ferozewala,THQ Hospital Ferozewala,HCW
SHEIKHUPURA,SAFDARABAD,THQ Hospital Safdarabad,THQ Hospital Safdarabad,HCW
SHEIKHUPURA,SHARAK PUR,THQ Hospital SharaqPur Sharif,THQ Hospital SharaqPur Sharif,HCW
SIALKOT,SIALKOT,ALLAMA IQBAL MEM. HOSP. SIALKOT,ALLAMA IQBAL MEM. HOSP. SIALKOT,HCW
SIALKOT,DASKA,CIVIL HOSPITAL DASKA,CIVIL HOSPITAL DASKA,HCW
SIALKOT,SIALKOT,GOVT SARDAR BEGUM HOSPITAL SIALKOT,GOVT SARDAR BEGUM HOSPITAL SIALKOT,HCW
SIALKOT,PASRUR,THQ HOSPITAL PASRUR,THQ HOSPITAL PASRUR,HCW
SIALKOT,SIALKOT,THQ KOTLI LOHARAN,THQ KOTLI LOHARAN,HCW
SIALKOT,SAMBRIAL,THQ SAMBRIAL,THQ SAMBRIAL,HCW
TOBA TEK SINGH,TOBA TEK SINGH,DHQ HOSPITAL TOBA TEK SINGH,DHQ HOSPITAL TOBA TEK SINGH,HCW
TOBA TEK SINGH,GOJRA,GOVT.EYE-CUM-GENERAL HOSPITAL GOJRA,GOVT.EYE-CUM-GENERAL HOSPITAL GOJRA,HCW
TOBA TEK SINGH,KAMALIA,THQ HOSPITAL KAMALIA,THQ HOSPITAL KAMALIA,HCW
TOBA TEK SINGH,PIR MAHAL,THQ Hospital Pirmahal,THQ Hospital Pirmahal,HCW
VEHARI,VEHARI,D.H.Q Hospital Vehari,D.H.Q Hospital Vehari,HCW
VEHARI,BUREWALA,THQ BUREWALA,THQ BUREWALA,HCW
VEHARI,MAILSI,THQ. MAILSI,THQ. MAILSI,HCW
"",,,SINDH,,
"",,,,,Designated
District,Tehsil,AVC Name,Address,Contact No,
"",,,,,for
Karachi East,Karachi East,Dow Ojha,"Dow Ojha Hospital, Near mosmiat, Johar",021-99333414,Both
Karachi East,Karachi East,Dow Dental,"Main University Road, Opposite Karachi University",021-99333414,Both
Karachi East,Karachi East,Expo Centre,"Expo Centre, Karachi",021-99333415,Both
"",,,,Dr. Aftab Focal,
Karachi South,Karachi South,Khaliqdina Hall,"Near Services Hospital, Saddar",Person (0301-,Both
"",,,,3540427),
"",,,,Dr. Adnan Focal,
Karachi South,Karachi South,JPMC Hospital,"JPMC Hospital, Near Regent Plaza",Person (0333-,Both
"",,,,3110672),
"",,,,"0213-6408933,",
Karachi Central,Karachi Central,Childern Hospital,"Shadman Town Sector 14-B, Near Nagan Chowrangi ?Anda Mor Road",,Both
"",,,,0213-6408930,
"",,,,"021-99333476-7,",
"",,,,"0333-2606993,",
Karachi West,Karachi West,SG Qatar Hospital,"Banaras Bazar Chowk, Sector 8 Orangi Town",,Both
"",,,,"021-99333474,",
"",,,,0322-2552555,
Jamshoro,Kotri,LUMS Jamshoro,"LUMS Jamshoro, Main Indus Highway",022-2115091,Both
BADIN,BADIN,Civil Hospital Badin,Civil Hospital Badin,3332922123,Both
BADIN,MATLI,Taluka Hospital Matli,Taluka Hospital Matli,3163817322,Both
BADIN,TANDO BAGO,Taluka Hospital Tando Bago,Taluka Hospital Tando Bago,3323534768,Both
BADIN,GOLARCHI,Taluka Hospital Golarchi,Taluka Hospital Golarchi,3453517400,Both
BADIN,TALHAR,RHC Talhar,RHC Talhar,3310212585,Both
BADIN,Tando Ghulam Ali,RHC Tando Ghulam Ali,RHC Tando Ghulam Ali,3332922123,Both
BADIN,Pangrio,RHC Pangrio,RHC Pangrio,3332922123,Both
DADU,DADU,Civil Hospital Dadu,Civil Hospital Dadu,3332949348,Both
DADU,KHAIRPUR NATHAN SHAH,"THQ, Hospital, K.N.Shah.","THQ, Hospital, K.N.Shah.",3443888112,Both
DADU,MEHAR,"THQ Hospial, Mehar.","THQ Hospial, Mehar.",3443395122,Both
DADU,JOHI,"TH, Johi.","TH, Johi.",3322790218,Both
DADU,DADU,"Rural Health Centre, Radhan.","Rural Health Centre, Radhan.",3161361667,Both
DADU,KHAIRPUR NATHAN SHAH,"RHC, Sita Road.","RHC, Sita Road.",3463632240,Both
DADU,JOHI,"RHC, Drigh Bala.","RHC, Drigh Bala.",3003369660,Both
GHOTKI,MIRPUR MATHELO,DHQ Hospital Mirpur Mathelo,DHQ Hospital Mirpur Mathelo,723661655,Both
GHOTKI,GHOTKI,Taluka Hospital Ghotki,Taluka Hospital Ghotki,723682221,Both
GHOTKI,DAHARKI,Taluka Hospital Daharki,Taluka Hospital Daharki,723643072,Both
GHOTKI,KHANGARH,SHBM Hospital Khanpur Mahar,SHBM Hospital Khanpur Mahar,300319989,Both
GHOTKI,UBAURO,Taluka Hospital Ubauro,Taluka Hospital Ubauro,723688464,Both
HYDERABAD,LATIFABAD,SGH Shah Bhitai,SGH Shah Bhitai,229260293,Both
HYDERABAD,HYDERABAD CITY,Trauma Centre and General Hospital,Trauma Centre and General Hospital,222661627,Both
HYDERABAD,QASIMABAD,SGH Qasimabad,SGH Qasimabad,222107605,Both
HYDERABAD,HYDERABAD CITY,SGH CDF Hyderabad,SGH CDF Hyderabad,2229210256,Both
HYDERABAD,LATIFABAD,SGH Kohisar Latifabad,SGH Kohisar Latifabad,223407115,Both
HYDERABAD,HYDERABAD CITY,SGH Pretabad,SGH Pretabad,222104293,Both
HYDERABAD,HYDERABAD,RHC Tando Jam,RHC Tando Jam,3352375995,Both
HYDERABAD,HYDERABAD,RHC Tando Qaisar,RHC Tando Qaisar,3142460576,Both
HYDERABAD,HYDERABAD,SGH Hali Road,SGH Hali Road,3363100870,Both
HYDERABAD,HYDERABAD,RHC Husri,RHC Husri,3003084493,Both
HYDERABAD,HYDERABAD,IUH,IUH,3332641388,Both
JACOBABAD,JACOBABAD,CIVIL Hospital Jacobabad,CIVIL Hospital Jacobabad,3337341698,Both
JACOBABAD,THUL,Taluka Hospital Thul,Taluka Hospital Thul,3335765590,Both
JACOBABAD,GARHI KHAIRO,Taluka Hospital Garhi Khairo,Taluka Hospital Garhi Khairo,3063185622,Both
JACOBABAD,THUL,RHC Garhi Hassan,RHC Garhi Hassan,3003174277,Both
JACOBABAD,THUL,RHC Mirpur Buriro,RHC Mirpur Buriro,3003889795,Both
JACOBABAD,JACOBABAD,RHC Qadirpur,RHC Qadirpur,3157393824,Both
JACOBABAD,JACOBABAD,JIMS Hospital JCD,JIMS Hospital JCD,3003180003,Both
JAMSHORO,KOTRI,Civil Hospital (DHQ) Kotri,Civil Hospital (DHQ) Kotri,3463763462,Both
JAMSHORO,SEHWAN SHARIF,Syed Abdullah Shah Institute of Medical Sciences,"Syed Abdullah Shah Institute of Medical Sciences, Sehwan",3443251901,Both
JAMSHORO,KOTRI,LUMS Jamshoro,"LUMS Jamshoro, Main Indus Highway",222115091,Both
JAMSHORO,Manjhand,THQ Manjhand,THQ Manjhand,3330379004,Both
JAMSHORO,Thano Bula Khan,TBK THQ,TBK THQ,3330379004,Both
KAMBAR SHAHDAD KOT,QAMBAR ALI KHAN,DHQ Hosp Qamber,DHQ Hosp Qamber,3333891584,Both
KAMBAR SHAHDAD KOT,SHAHDAD KOT,Taluka Hospital Shahdadkot,Taluka Hospital Shahdadkot,3337518500,Both
KAMBAR SHAHDAD KOT,WARAH,Taluka Hospital Warah,Taluka Hospital Warah,3023156031,Both
KAMBAR SHAHDAD KOT,NASIR ABAD,RHC Nasirabad,RHC Nasirabad,3322794730,Both
KAMBAR SHAHDAD KOT,WARAH,RHC Wagan,RHC Wagan,3337533810,Both
KARACHI CENTRAL,KARACHI CENTRAL,SG Hospital Liaquatabad,SG Hospital Liaquatabad,3150880395,Both
KARACHI CENTRAL,KARACHI CENTRAL,SG Hospital New KHI,SG Hospital New KHI,2136950350,Both
"",,,,"02136321190,",
KARACHI CENTRAL,KARACHI CENTRAL,Urban Health Centre Gohrabad,Urban Health Centre Gohrabad,,Both
"",,,,3319994668,
KARACHI CENTRAL,KARACHI CENTRAL,"Urban Health Centre 5C-3, North Karachi","Urban Health Centre 5C-3, North Karachi",3452249484,Both
"",,,,"02136408933,",
KARACHI CENTRAL,KARACHI CENTRAL,Childern Hospital,,,Both
"",,,,02136408930,
KARACHI EAST,KARACHI EAST,AKUH,AKUH,21111911911,Both
KARACHI EAST,KARACHI EAST,Liaquat National Hospital,Liaquat National Hospital,21111456456,Both
KARACHI EAST,KARACHI EAST,"Sindh Govt. Modern Hospital, Karachi","Sindh Govt. Modern Hospital, Karachi",021-34835504,Both
KARACHI EAST,KARACHI EAST,"PIB, MCH, Centre","PIB, MCH, Centre",021-99333414,Both
KARACHI EAST,KARACHI EAST,Dow Ojha,"Dow Ojha Hospital, Near mosmiat, Johar",021-99333414,Both
KARACHI EAST,KARACHI EAST,Dow Dental,"Main University Road, Opposite Karachi University",021-99333414,Both
KARACHI EAST,KARACHI EAST,Expo Centre,Expo Centre,021-99333415,
KARACHI KORANGI,KORANGI,Sindh Govt. Hospital Korangi 5,Sindh Govt. Hospital Korangi 5,2135151342,Both
KARACHI KORANGI,KORANGI,SG 25 bedded Hospital Malir Shed,SG 25 bedded Hospital Malir Shed,2134505533,Both
KARACHI KORANGI,KORANGI,Sindh Govt. 25 Bedded Hospital Korangi 1 1/2,Sindh Govt. 25 Bedded Hospital Korangi 1 1/2,2135120214,Both
KARACHI KORANGI,KORANGI,SGH Saudabad Malir,SGH Saudabad Malir,2134110461,Both
KARACHI MALIR,MALIR,UHC Thado Nalo,UHC Thado Nalo,3333957628,Both
KARACHI MALIR,MALIR,"RHC, Murad Memon Goth","RHC, Murad Memon Goth",3353681219,Both
KARACHI MALIR,MALIR,Social Security Kidney Center,Social Security Kidney Center,3463675626,Both
KARACHI SOUTH,KARACHI SOUTH,Civil Hospital Pad OPD (SIUT),Civil Hospital Pad OPD (SIUT),3322595775,Both
KARACHI SOUTH,KARACHI SOUTH,Shaheed Benazir Bhutto Medical College Lyari,Shaheed Benazir Bhutto Medical College Lyari,3308483710,Both
KARACHI SOUTH,KARACHI SOUTH,Khaliqdina Hall,"Near Services Hospital, Saddar",3013540427,Both
KARACHI SOUTH,KARACHI SOUTH,JPMC Hospital,"JPMC Hospital, Near Regent Plaza",3333110672,Both
KARACHI WEST,KARACHI WEST,"RHC, Baldia","RHC, Baldia",3352323288,Both
KARACHI WEST,KARACHI WEST,"RHC, Shershah","RHC, Shershah",3459511982,Both
KARACHI WEST,KARACHI WEST,"UHC, Orangi - 15, Karachi","UHC, Orangi - 15, Karachi",3442953044,Both
KARACHI WEST,KARACHI WEST,"50 Bedded Hospital, Mansoor Nagar","50 Bedded Hospital, Mansoor Nagar",3112540890,Both
