,id,_id,datetime,type,reference,description,extra
3165,17940,,2020-09-10T04:00:01.073051Z,RECOVERED,http://covid.gov.pk/,"10 new recoveries reported in AJK taking the tally to 2,200",
3166,17941,,2020-09-10T04:00:01.084416Z,RECOVERED,http://covid.gov.pk/,"292 new recoveries reported in Balochistan taking the tally to 12,199",
3167,17942,,2020-09-10T04:00:01.092465Z,RECOVERED,http://covid.gov.pk/,"71 new recoveries reported in Gilgit Baltistan taking the tally to 2,757",
3168,17943,,2020-09-10T04:00:01.100037Z,RECOVERED,http://covid.gov.pk/,"31 new recoveries reported in Islamabad taking the tally to 15,244",
3169,17945,,2020-09-10T04:00:01.125315Z,RECOVERED,http://covid.gov.pk/,"229 new recoveries reported in KPK taking the tally to 34,703",
3170,17946,,2020-09-10T04:00:01.133359Z,RECOVERED,http://covid.gov.pk/,"643 new recoveries reported in Punjab taking the tally to 94,244",
3171,17947,,2020-09-10T04:00:01.140163Z,DECEASED,http://covid.gov.pk/,"6 new deaths reported in Sindh taking the tally to 2,436",
3172,17948,,2020-09-10T04:00:01.148665Z,RECOVERED,http://covid.gov.pk/,"168 new recoveries reported in Sindh taking the tally to 126,603",
3173,17949,,2020-09-11T03:41:00Z,INFECTED,http://covid.gov.pk/,"10 new cases reported in AJK taking the tally to 2,366",
3174,17950,,2020-09-11T03:41:00Z,INFECTED,http://covid.gov.pk/,"28 new cases reported in Islamabad taking the tally to 15,832",
3175,17952,,2020-09-11T03:41:00Z,INFECTED,http://covid.gov.pk/,"68 new cases reported in KPK taking the tally to 36,823",
3176,17953,,2020-09-11T03:41:00Z,INFECTED,http://covid.gov.pk/,"72 new cases reported in Punjab taking the tally to 97,533",
3177,17954,,2020-09-11T03:41:00Z,INFECTED,http://covid.gov.pk/,"289 new cases reported in Sindh taking the tally to 131,404",
3178,17955,,2020-09-11T04:00:00.865622Z,RECOVERED,http://covid.gov.pk/,"5 new recoveries reported in AJK taking the tally to 2,205",
3179,17956,,2020-09-11T04:00:00.875136Z,RECOVERED,http://covid.gov.pk/,"52 new recoveries reported in Balochistan taking the tally to 12,251",
3180,17957,,2020-09-11T04:00:00.887236Z,DECEASED,http://covid.gov.pk/,1 new death reported in Islamabad taking the tally to 178,
3181,17959,,2020-09-11T04:00:00.908399Z,RECOVERED,http://covid.gov.pk/,"26 new recoveries reported in Islamabad taking the tally to 15,270",
3182,17961,,2020-09-11T04:00:00.932936Z,RECOVERED,http://covid.gov.pk/,"71 new recoveries reported in KPK taking the tally to 34,774",
3183,17962,,2020-09-11T04:00:00.939231Z,DECEASED,http://covid.gov.pk/,"1 new death reported in Punjab taking the tally to 2,214",
3184,17963,,2020-09-11T04:00:00.945404Z,RECOVERED,http://covid.gov.pk/,"14 new recoveries reported in Punjab taking the tally to 94,258",
3185,17964,,2020-09-11T04:00:00.951963Z,DECEASED,http://covid.gov.pk/,"3 new deaths reported in Sindh taking the tally to 2,439",
3186,17965,,2020-09-11T04:00:00.958139Z,RECOVERED,http://covid.gov.pk/,"101 new recoveries reported in Sindh taking the tally to 126,704",
3187,17966,,2020-09-12T02:57:00Z,INFECTED,http://covid.gov.pk/,"23 new cases reported in AJK taking the tally to 2,389",
3188,17967,,2020-09-12T02:57:00Z,INFECTED,http://covid.gov.pk/,"30 new cases reported in Islamabad taking the tally to 15,862",
3189,17969,,2020-09-12T02:57:00Z,INFECTED,http://covid.gov.pk/,"39 new cases reported in KPK taking the tally to 36,862",
3190,17970,,2020-09-12T02:57:00Z,INFECTED,http://covid.gov.pk/,"27 new cases reported in Gilgit Baltistan taking the tally to 3,164",
3191,17971,,2020-09-12T02:57:00Z,INFECTED,http://covid.gov.pk/,"69 new cases reported in Punjab taking the tally to 97,602",
3192,17972,,2020-09-12T02:57:00Z,INFECTED,http://covid.gov.pk/,"271 new cases reported in Sindh taking the tally to 131,675",
3193,17973,,2020-09-12T04:00:00.856404Z,RECOVERED,http://covid.gov.pk/,"7 new recoveries reported in AJK taking the tally to 2,212",
3194,17974,,2020-09-12T04:00:00.866033Z,RECOVERED,http://covid.gov.pk/,"21 new recoveries reported in Balochistan taking the tally to 12,272",
3195,17975,,2020-09-12T04:00:00.872470Z,DECEASED,http://covid.gov.pk/,1 new death reported in Gilgit Baltistan taking the tally to 74,
3196,17976,,2020-09-12T04:00:00.878974Z,RECOVERED,http://covid.gov.pk/,"5 new recoveries reported in Gilgit Baltistan taking the tally to 2,762",
3197,17977,,2020-09-12T04:00:00.886515Z,RECOVERED,http://covid.gov.pk/,"26 new recoveries reported in Islamabad taking the tally to 15,296",
3198,17979,,2020-09-12T04:00:00.910261Z,RECOVERED,http://covid.gov.pk/,"91 new recoveries reported in KPK taking the tally to 34,865",
3199,17980,,2020-09-12T04:00:00.916407Z,DECEASED,http://covid.gov.pk/,"1 new death reported in Punjab taking the tally to 2,215",
3200,17981,,2020-09-12T04:00:00.922274Z,RECOVERED,http://covid.gov.pk/,"10 new recoveries reported in Punjab taking the tally to 94,268",
3201,17982,,2020-09-12T04:00:00.928463Z,DECEASED,http://covid.gov.pk/,"1 new death reported in Sindh taking the tally to 2,440",
3202,17983,,2020-09-12T04:00:00.934389Z,RECOVERED,http://covid.gov.pk/,"157 new recoveries reported in Sindh taking the tally to 126,861",
3203,17984,,2020-09-13T03:44:00Z,INFECTED,http://covid.gov.pk/,"11 new cases reported in AJK taking the tally to 2,400",
3204,17985,,2020-09-13T03:44:00Z,INFECTED,http://covid.gov.pk/,"39 new cases reported in Islamabad taking the tally to 15,901",
3205,17987,,2020-09-13T03:44:00Z,INFECTED,http://covid.gov.pk/,"80 new cases reported in KPK taking the tally to 36,942",
3206,17988,,2020-09-13T03:44:00Z,INFECTED,http://covid.gov.pk/,"32 new cases reported in Gilgit Baltistan taking the tally to 3,196",
3207,17989,,2020-09-13T03:44:00Z,INFECTED,http://covid.gov.pk/,"77 new cases reported in Punjab taking the tally to 97,679",
3208,17990,,2020-09-13T03:44:00Z,INFECTED,http://covid.gov.pk/,"205 new cases reported in Sindh taking the tally to 131,880",
3209,17991,,2020-09-13T03:44:00Z,INFECTED,http://covid.gov.pk/,"81 new cases reported in Balochistan taking the tally to 13,483",
3210,17992,,2020-09-13T04:00:01.862897Z,RECOVERED,http://covid.gov.pk/,"64 new recoveries reported in Balochistan taking the tally to 12,336",
3211,17993,,2020-09-13T04:00:01.872387Z,RECOVERED,http://covid.gov.pk/,"27 new recoveries reported in Gilgit Baltistan taking the tally to 2,789",
3212,17994,,2020-09-13T04:00:01.882655Z,RECOVERED,http://covid.gov.pk/,"31 new recoveries reported in Islamabad taking the tally to 15,327",
3213,17996,,2020-09-13T04:00:01.907045Z,DECEASED,http://covid.gov.pk/,"1 new death reported in KPK taking the tally to 1,257",
3214,17997,,2020-09-13T04:00:01.914032Z,RECOVERED,http://covid.gov.pk/,"29 new recoveries reported in KPK taking the tally to 34,894",
3215,17998,,2020-09-13T04:00:01.920609Z,DECEASED,http://covid.gov.pk/,"2 new deaths reported in Punjab taking the tally to 2,217",
3216,17999,,2020-09-13T04:00:01.929109Z,RECOVERED,http://covid.gov.pk/,"185 new recoveries reported in Punjab taking the tally to 94,453",
3217,18000,,2020-09-13T04:00:01.938249Z,DECEASED,http://covid.gov.pk/,"3 new deaths reported in Sindh taking the tally to 2,443",
3218,18001,,2020-09-13T04:00:01.946538Z,RECOVERED,http://covid.gov.pk/,"557 new recoveries reported in Sindh taking the tally to 127,418",
3219,18002,,2020-09-14T04:00:00.880412Z,RECOVERED,http://covid.gov.pk/,"76 new recoveries reported in Balochistan taking the tally to 12,412",
3220,18003,,2020-09-14T04:00:00.889112Z,DECEASED,http://covid.gov.pk/,2 new deaths reported in Gilgit Baltistan taking the tally to 76,
3221,18004,,2020-09-14T04:00:00.898890Z,RECOVERED,http://covid.gov.pk/,"21 new recoveries reported in Gilgit Baltistan taking the tally to 2,810",
3222,18005,,2020-09-14T04:00:00.910971Z,RECOVERED,http://covid.gov.pk/,"24 new recoveries reported in Islamabad taking the tally to 15,351",
3223,18007,,2020-09-14T04:00:00.937068Z,RECOVERED,http://covid.gov.pk/,"173 new recoveries reported in KPK taking the tally to 35,067",
3224,18008,,2020-09-14T04:00:00.945421Z,RECOVERED,http://covid.gov.pk/,"52 new recoveries reported in Punjab taking the tally to 94,505",
3225,18009,,2020-09-14T04:00:00.951715Z,DECEASED,http://covid.gov.pk/,"2 new deaths reported in Sindh taking the tally to 2,445",
3226,18010,,2020-09-14T04:00:00.958727Z,RECOVERED,http://covid.gov.pk/,"31 new recoveries reported in Sindh taking the tally to 127,449",
3227,18011,,2020-09-14T03:57:00Z,INFECTED,http://covid.gov.pk/,"21 new cases reported in AJK taking the tally to 2,421",
3228,18012,,2020-09-14T03:57:00Z,INFECTED,http://covid.gov.pk/,"40 new cases reported in Islamabad taking the tally to 15,941",
3229,18014,,2020-09-14T03:57:00Z,INFECTED,http://covid.gov.pk/,"50 new cases reported in KPK taking the tally to 36,992",
3230,18015,,2020-09-14T03:57:00Z,INFECTED,http://covid.gov.pk/,"31 new cases reported in Gilgit Baltistan taking the tally to 3,227",
3231,18016,,2020-09-14T03:57:00Z,INFECTED,http://covid.gov.pk/,"81 new cases reported in Punjab taking the tally to 97,760",
3232,18017,,2020-09-14T03:57:00Z,INFECTED,http://covid.gov.pk/,"204 new cases reported in Sindh taking the tally to 132,084",
3233,18018,,2020-09-14T03:57:00Z,INFECTED,http://covid.gov.pk/,"112 new cases reported in Balochistan taking the tally to 13,595",
3234,18019,,2020-09-15T02:47:00Z,INFECTED,http://covid.gov.pk/,"5 new cases reported in AJK taking the tally to 2,426",
3235,18020,,2020-09-15T02:47:00Z,INFECTED,http://covid.gov.pk/,"21 new cases reported in Islamabad taking the tally to 15,962",
3236,18022,,2020-09-15T02:47:00Z,INFECTED,http://covid.gov.pk/,"87 new cases reported in KPK taking the tally to 37,079",
3237,18023,,2020-09-15T02:47:00Z,INFECTED,http://covid.gov.pk/,"42 new cases reported in Gilgit Baltistan taking the tally to 3,269",
3238,18024,,2020-09-15T02:47:00Z,INFECTED,http://covid.gov.pk/,"57 new cases reported in Punjab taking the tally to 97,817",
3239,18025,,2020-09-15T02:47:00Z,INFECTED,http://covid.gov.pk/,"166 new cases reported in Sindh taking the tally to 132,250",
3240,18026,,2020-09-15T02:47:00Z,INFECTED,http://covid.gov.pk/,"26 new cases reported in Balochistan taking the tally to 13,621",
3241,18027,,2020-09-15T04:00:00.967189Z,DECEASED,http://covid.gov.pk/,1 new death reported in AJK taking the tally to 66,
3242,18028,,2020-09-15T04:00:00.980777Z,RECOVERED,http://covid.gov.pk/,"152 new recoveries reported in Balochistan taking the tally to 12,564",
3243,18029,,2020-09-15T04:00:00.987954Z,DECEASED,http://covid.gov.pk/,2 new deaths reported in Gilgit Baltistan taking the tally to 78,
3244,18030,,2020-09-15T04:00:00.995040Z,RECOVERED,http://covid.gov.pk/,"35 new recoveries reported in Gilgit Baltistan taking the tally to 2,845",
3245,18031,,2020-09-15T04:00:01.003706Z,RECOVERED,http://covid.gov.pk/,"41 new recoveries reported in Islamabad taking the tally to 15,392",
3246,18033,,2020-09-15T04:00:01.031606Z,RECOVERED,http://covid.gov.pk/,"29 new recoveries reported in KPK taking the tally to 35,096",
3247,18034,,2020-09-15T04:00:01.038462Z,DECEASED,http://covid.gov.pk/,"3 new deaths reported in Punjab taking the tally to 2,220",
3248,18035,,2020-09-15T04:00:01.045107Z,RECOVERED,http://covid.gov.pk/,"21 new recoveries reported in Punjab taking the tally to 94,526",
3249,18036,,2020-09-15T04:00:01.052993Z,RECOVERED,http://covid.gov.pk/,"177 new recoveries reported in Sindh taking the tally to 127,626",
3250,18037,,2020-09-16T02:45:00Z,INFECTED,http://covid.gov.pk/,"15 new cases reported in AJK taking the tally to 2,441",
3251,18038,,2020-09-16T02:45:00Z,INFECTED,http://covid.gov.pk/,"22 new cases reported in Islamabad taking the tally to 15,984",
3252,18040,,2020-09-16T02:45:00Z,INFECTED,http://covid.gov.pk/,"61 new cases reported in KPK taking the tally to 37,140",
3253,18041,,2020-09-16T02:45:00Z,INFECTED,http://covid.gov.pk/,"28 new cases reported in Gilgit Baltistan taking the tally to 3,297",
3254,18042,,2020-09-16T02:45:00Z,INFECTED,http://covid.gov.pk/,"129 new cases reported in Punjab taking the tally to 97,946",
3255,18043,,2020-09-16T02:45:00Z,INFECTED,http://covid.gov.pk/,"341 new cases reported in Sindh taking the tally to 132,591",
3256,18044,,2020-09-16T02:45:00Z,INFECTED,http://covid.gov.pk/,"69 new cases reported in Balochistan taking the tally to 13,690",
3257,18045,,2020-09-16T04:00:01.369305Z,RECOVERED,http://covid.gov.pk/,"94 new recoveries reported in Balochistan taking the tally to 12,658",
3258,18046,,2020-09-16T04:00:01.377395Z,DECEASED,http://covid.gov.pk/,1 new death reported in Gilgit Baltistan taking the tally to 79,
3259,18047,,2020-09-16T04:00:01.385513Z,RECOVERED,http://covid.gov.pk/,"14 new recoveries reported in Gilgit Baltistan taking the tally to 2,859",
3260,18048,,2020-09-16T04:00:01.409621Z,RECOVERED,http://covid.gov.pk/,"38 new recoveries reported in Islamabad taking the tally to 15,430",
3261,18050,,2020-09-16T04:00:01.449074Z,RECOVERED,http://covid.gov.pk/,"85 new recoveries reported in KPK taking the tally to 35,181",
3262,18051,,2020-09-16T04:00:01.459634Z,RECOVERED,http://covid.gov.pk/,"167 new recoveries reported in Punjab taking the tally to 94,693",
3263,18052,,2020-09-16T04:00:01.466810Z,DECEASED,http://covid.gov.pk/,"3 new deaths reported in Sindh taking the tally to 2,448",
3264,18053,,2020-09-16T04:00:01.473734Z,RECOVERED,http://covid.gov.pk/,"101 new recoveries reported in Sindh taking the tally to 127,727",
3265,18054,,2020-09-17T02:18:00Z,INFECTED,http://covid.gov.pk/,"10 new cases reported in AJK taking the tally to 2,451",
3266,18055,,2020-09-17T02:18:00Z,INFECTED,http://covid.gov.pk/,"21 new cases reported in Islamabad taking the tally to 16,005",
3267,18057,,2020-09-17T02:18:00Z,INFECTED,http://covid.gov.pk/,"45 new cases reported in KPK taking the tally to 37,185",
3268,18058,,2020-09-17T02:18:00Z,INFECTED,http://covid.gov.pk/,"39 new cases reported in Gilgit Baltistan taking the tally to 3,336",
3269,18059,,2020-09-17T02:18:00Z,INFECTED,http://covid.gov.pk/,"95 new cases reported in Punjab taking the tally to 98,041",
3270,18060,,2020-09-17T02:18:00Z,INFECTED,http://covid.gov.pk/,"227 new cases reported in Sindh taking the tally to 132,818",
3271,18061,,2020-09-17T02:18:00Z,INFECTED,http://covid.gov.pk/,"108 new cases reported in Balochistan taking the tally to 13,798",
3272,18062,,2020-09-17T04:00:00.966157Z,RECOVERED,http://covid.gov.pk/,"19 new recoveries reported in AJK taking the tally to 2,231",
3273,18063,,2020-09-17T04:00:00.976591Z,RECOVERED,http://covid.gov.pk/,"112 new recoveries reported in Balochistan taking the tally to 12,770",
3274,18064,,2020-09-17T04:00:00.984930Z,RECOVERED,http://covid.gov.pk/,"35 new recoveries reported in Gilgit Baltistan taking the tally to 2,894",
3275,18065,,2020-09-17T04:00:00.993107Z,RECOVERED,http://covid.gov.pk/,"23 new recoveries reported in Islamabad taking the tally to 15,453",
3276,18067,,2020-09-17T04:00:01.092565Z,RECOVERED,http://covid.gov.pk/,"106 new recoveries reported in KPK taking the tally to 35,287",
3277,18068,,2020-09-17T04:00:01.099234Z,DECEASED,http://covid.gov.pk/,"3 new deaths reported in Punjab taking the tally to 2,223",
3278,18069,,2020-09-17T04:00:01.105445Z,RECOVERED,http://covid.gov.pk/,"28 new recoveries reported in Punjab taking the tally to 94,721",
3279,18070,,2020-09-17T04:00:01.111558Z,DECEASED,http://covid.gov.pk/,"3 new deaths reported in Sindh taking the tally to 2,451",
3280,18071,,2020-09-17T04:00:01.117614Z,RECOVERED,http://covid.gov.pk/,"86 new recoveries reported in Sindh taking the tally to 127,813",
3281,18072,,2020-09-18T02:48:00Z,INFECTED,http://covid.gov.pk/,"21 new cases reported in AJK taking the tally to 2,472",
3282,18073,,2020-09-18T02:48:00Z,INFECTED,http://covid.gov.pk/,"28 new cases reported in Islamabad taking the tally to 16,033",
3283,18075,,2020-09-18T02:48:00Z,INFECTED,http://covid.gov.pk/,"57 new cases reported in KPK taking the tally to 37,242",
3284,18076,,2020-09-18T02:48:00Z,INFECTED,http://covid.gov.pk/,"45 new cases reported in Gilgit Baltistan taking the tally to 3,381",
3285,18077,,2020-09-18T02:48:00Z,INFECTED,http://covid.gov.pk/,"101 new cases reported in Punjab taking the tally to 98,142",
3286,18078,,2020-09-18T02:48:00Z,INFECTED,http://covid.gov.pk/,"307 new cases reported in Sindh taking the tally to 133,125",
3287,18079,,2020-09-18T02:48:00Z,INFECTED,http://covid.gov.pk/,"193 new cases reported in Balochistan taking the tally to 13,991",
3288,18080,,2020-09-18T04:00:00.993190Z,RECOVERED,http://covid.gov.pk/,"4 new recoveries reported in AJK taking the tally to 2,235",
3289,18081,,2020-09-18T04:00:01.002433Z,RECOVERED,http://covid.gov.pk/,"81 new recoveries reported in Balochistan taking the tally to 12,851",
3290,18082,,2020-09-18T04:00:01.008825Z,DECEASED,http://covid.gov.pk/,1 new death reported in Gilgit Baltistan taking the tally to 80,
3291,18083,,2020-09-18T04:00:01.015268Z,RECOVERED,http://covid.gov.pk/,"56 new recoveries reported in Gilgit Baltistan taking the tally to 2,950",
3292,18084,,2020-09-18T04:00:01.021865Z,DECEASED,http://covid.gov.pk/,2 new deaths reported in Islamabad taking the tally to 180,
3293,18086,,2020-09-18T04:00:01.041276Z,RECOVERED,http://covid.gov.pk/,"14 new recoveries reported in Islamabad taking the tally to 15,467",
3294,18088,,2020-09-18T04:00:01.065532Z,RECOVERED,http://covid.gov.pk/,"163 new recoveries reported in KPK taking the tally to 35,450",
3295,18089,,2020-09-18T04:00:01.072133Z,DECEASED,http://covid.gov.pk/,"2 new deaths reported in Punjab taking the tally to 2,225",
3296,18090,,2020-09-18T04:00:01.078475Z,RECOVERED,http://covid.gov.pk/,"18 new recoveries reported in Punjab taking the tally to 94,739",
3297,18091,,2020-09-18T04:00:01.084905Z,DECEASED,http://covid.gov.pk/,"4 new deaths reported in Sindh taking the tally to 2,455",
3298,18092,,2020-09-18T04:00:01.091231Z,RECOVERED,http://covid.gov.pk/,"178 new recoveries reported in Sindh taking the tally to 127,991",
3299,18093,,2020-09-19T03:42:00Z,INFECTED,http://covid.gov.pk/,"19 new cases reported in AJK taking the tally to 2,491",
3300,18094,,2020-09-19T03:42:00Z,INFECTED,http://covid.gov.pk/,"53 new cases reported in Islamabad taking the tally to 16,086",
3301,18096,,2020-09-19T03:42:00Z,INFECTED,http://covid.gov.pk/,"28 new cases reported in KPK taking the tally to 37,270",
3302,18097,,2020-09-19T03:42:00Z,INFECTED,http://covid.gov.pk/,"31 new cases reported in Gilgit Baltistan taking the tally to 3,412",
3303,18098,,2020-09-19T03:42:00Z,INFECTED,http://covid.gov.pk/,"130 new cases reported in Punjab taking the tally to 98,272",
3304,18099,,2020-09-19T03:42:00Z,INFECTED,http://covid.gov.pk/,"237 new cases reported in Sindh taking the tally to 133,362",
3305,18100,,2020-09-19T03:42:00Z,INFECTED,http://covid.gov.pk/,"147 new cases reported in Balochistan taking the tally to 14,138",
3306,18101,,2020-09-19T04:00:00.959700Z,RECOVERED,http://covid.gov.pk/,"6 new recoveries reported in AJK taking the tally to 2,241",
3307,18102,,2020-09-19T04:00:00.969351Z,RECOVERED,http://covid.gov.pk/,"86 new recoveries reported in Balochistan taking the tally to 12,937",
3308,18103,,2020-09-19T04:00:00.976402Z,DECEASED,http://covid.gov.pk/,1 new death reported in Gilgit Baltistan taking the tally to 81,
3309,18104,,2020-09-19T04:00:00.982603Z,RECOVERED,http://covid.gov.pk/,"63 new recoveries reported in Gilgit Baltistan taking the tally to 3,013",
3310,18105,,2020-09-19T04:00:00.990104Z,RECOVERED,http://covid.gov.pk/,"16 new recoveries reported in Islamabad taking the tally to 15,483",
3311,18107,,2020-09-19T04:00:01.012272Z,DECEASED,http://covid.gov.pk/,"1 new death reported in KPK taking the tally to 1,258",
3312,18108,,2020-09-19T04:00:01.019320Z,RECOVERED,http://covid.gov.pk/,"19 new recoveries reported in KPK taking the tally to 35,469",
3313,18109,,2020-09-19T04:00:01.025715Z,DECEASED,http://covid.gov.pk/,"1 new death reported in Punjab taking the tally to 2,226",
3314,18110,,2020-09-19T04:00:01.031747Z,RECOVERED,http://covid.gov.pk/,"17 new recoveries reported in Punjab taking the tally to 94,756",
3315,18111,,2020-09-19T04:00:01.037932Z,DECEASED,http://covid.gov.pk/,"4 new deaths reported in Sindh taking the tally to 2,459",
3316,18112,,2020-09-19T04:00:01.043975Z,RECOVERED,http://covid.gov.pk/,"154 new recoveries reported in Sindh taking the tally to 128,145",
3317,18113,,2020-09-20T04:19:00Z,INFECTED,http://covid.gov.pk/,"26 new cases reported in AJK taking the tally to 2,517",
3318,18114,,2020-09-20T04:19:00Z,INFECTED,http://covid.gov.pk/,"38 new cases reported in Islamabad taking the tally to 16,124",
3319,18116,,2020-09-20T04:19:00Z,INFECTED,http://covid.gov.pk/,"47 new cases reported in KPK taking the tally to 37,317",
3320,18117,,2020-09-20T04:19:00Z,INFECTED,http://covid.gov.pk/,"38 new cases reported in Gilgit Baltistan taking the tally to 3,450",
3321,18118,,2020-09-20T04:19:00Z,INFECTED,http://covid.gov.pk/,"96 new cases reported in Punjab taking the tally to 98,368",
3322,18119,,2020-09-20T04:19:00Z,INFECTED,http://covid.gov.pk/,"264 new cases reported in Sindh taking the tally to 133,626",
3323,18120,,2020-09-20T04:19:00Z,INFECTED,http://covid.gov.pk/,"131 new cases reported in Balochistan taking the tally to 14,269",
3324,18121,,2020-09-20T05:00:02.749994Z,DECEASED,http://covid.gov.pk/,1 new death reported in AJK taking the tally to 67,
3325,18122,,2020-09-20T05:00:02.758970Z,RECOVERED,http://covid.gov.pk/,"16 new recoveries reported in AJK taking the tally to 2,257",
3326,18123,,2020-09-20T05:00:02.767479Z,RECOVERED,http://covid.gov.pk/,"32 new recoveries reported in Balochistan taking the tally to 12,969",
3327,18124,,2020-09-20T05:00:02.775578Z,RECOVERED,http://covid.gov.pk/,"23 new recoveries reported in Gilgit Baltistan taking the tally to 3,036",
3328,18125,,2020-09-20T05:00:02.783745Z,RECOVERED,http://covid.gov.pk/,"46 new recoveries reported in Islamabad taking the tally to 15,529",
3329,18127,,2020-09-20T05:00:02.814739Z,RECOVERED,http://covid.gov.pk/,"31 new recoveries reported in KPK taking the tally to 35,500",
3330,18128,,2020-09-20T05:00:02.824047Z,RECOVERED,http://covid.gov.pk/,"17 new recoveries reported in Punjab taking the tally to 94,773",
3331,18129,,2020-09-20T05:00:02.832307Z,RECOVERED,http://covid.gov.pk/,"94 new recoveries reported in Sindh taking the tally to 128,239",
3332,18130,,2020-09-21T02:43:00Z,INFECTED,http://covid.gov.pk/,"16 new cases reported in AJK taking the tally to 2,533",
3333,18131,,2020-09-21T02:43:00Z,INFECTED,http://covid.gov.pk/,"38 new cases reported in Islamabad taking the tally to 16,162",
3334,18133,,2020-09-21T02:43:00Z,INFECTED,http://covid.gov.pk/,"40 new cases reported in KPK taking the tally to 37,357",
3335,18134,,2020-09-21T02:43:00Z,INFECTED,http://covid.gov.pk/,"33 new cases reported in Gilgit Baltistan taking the tally to 3,483",
3336,18135,,2020-09-21T02:43:00Z,INFECTED,http://covid.gov.pk/,"60 new cases reported in Punjab taking the tally to 98,428",
3337,18136,,2020-09-21T02:43:00Z,INFECTED,http://covid.gov.pk/,"321 new cases reported in Sindh taking the tally to 133,947",
3338,18137,,2020-09-21T02:43:00Z,INFECTED,http://covid.gov.pk/,"125 new cases reported in Balochistan taking the tally to 14,394",
3339,18138,,2020-09-21T04:00:00.990366Z,DECEASED,http://covid.gov.pk/,2 new deaths reported in AJK taking the tally to 69,
3340,18139,,2020-09-21T04:00:00.998686Z,RECOVERED,http://covid.gov.pk/,"8 new recoveries reported in AJK taking the tally to 2,265",
3341,18140,,2020-09-21T04:00:01.007608Z,RECOVERED,http://covid.gov.pk/,"102 new recoveries reported in Balochistan taking the tally to 13,071",
3342,18141,,2020-09-21T04:00:01.014058Z,DECEASED,http://covid.gov.pk/,1 new death reported in Gilgit Baltistan taking the tally to 82,
3343,18142,,2020-09-21T04:00:01.020638Z,RECOVERED,http://covid.gov.pk/,"20 new recoveries reported in Gilgit Baltistan taking the tally to 3,056",
3344,18143,,2020-09-21T04:00:01.028713Z,RECOVERED,http://covid.gov.pk/,"28 new recoveries reported in Islamabad taking the tally to 15,557",
3345,18145,,2020-09-21T04:00:01.052931Z,RECOVERED,http://covid.gov.pk/,"61 new recoveries reported in KPK taking the tally to 35,561",
3346,18146,,2020-09-21T04:00:01.060754Z,RECOVERED,http://covid.gov.pk/,"179 new recoveries reported in Punjab taking the tally to 94,952",
3347,18147,,2020-09-21T04:00:01.066748Z,DECEASED,http://covid.gov.pk/,"1 new death reported in Sindh taking the tally to 2,460",
3348,18148,,2020-09-21T04:00:01.073122Z,RECOVERED,http://covid.gov.pk/,"168 new recoveries reported in Sindh taking the tally to 128,407",
3349,18149,,2020-09-22T02:42:00Z,INFECTED,http://covid.gov.pk/,"17 new cases reported in AJK taking the tally to 2,550",
3350,18150,,2020-09-22T02:42:00Z,INFECTED,http://covid.gov.pk/,"45 new cases reported in Islamabad taking the tally to 16,207",
3351,18152,,2020-09-22T02:42:00Z,INFECTED,http://covid.gov.pk/,"30 new cases reported in KPK taking the tally to 37,387",
3352,18153,,2020-09-22T02:42:00Z,INFECTED,http://covid.gov.pk/,"30 new cases reported in Gilgit Baltistan taking the tally to 3,513",
3353,18154,,2020-09-22T02:42:00Z,INFECTED,http://covid.gov.pk/,"59 new cases reported in Punjab taking the tally to 98,487",
3354,18155,,2020-09-22T02:42:00Z,INFECTED,http://covid.gov.pk/,"296 new cases reported in Sindh taking the tally to 134,243",
3355,18156,,2020-09-22T02:42:00Z,INFECTED,http://covid.gov.pk/,"105 new cases reported in Balochistan taking the tally to 14,499",
3356,18157,,2020-09-22T04:00:00.930772Z,RECOVERED,http://covid.gov.pk/,"9 new recoveries reported in AJK taking the tally to 2,274",
3357,18158,,2020-09-22T04:00:00.940100Z,RECOVERED,http://covid.gov.pk/,"79 new recoveries reported in Balochistan taking the tally to 13,150",
3358,18159,,2020-09-22T04:00:00.948114Z,RECOVERED,http://covid.gov.pk/,"4 new recoveries reported in Gilgit Baltistan taking the tally to 3,060",
3359,18160,,2020-09-22T04:00:00.956059Z,RECOVERED,http://covid.gov.pk/,"40 new recoveries reported in Islamabad taking the tally to 15,597",
3360,18162,,2020-09-22T04:00:00.984622Z,RECOVERED,http://covid.gov.pk/,"52 new recoveries reported in KPK taking the tally to 35,613",
3361,18163,,2020-09-22T04:00:00.992095Z,DECEASED,http://covid.gov.pk/,"1 new death reported in Punjab taking the tally to 2,227",
3362,18164,,2020-09-22T04:00:00.998919Z,RECOVERED,http://covid.gov.pk/,"19 new recoveries reported in Punjab taking the tally to 94,971",
3363,18165,,2020-09-22T04:00:01.006260Z,DECEASED,http://covid.gov.pk/,"3 new deaths reported in Sindh taking the tally to 2,463",
3364,18166,,2020-09-22T04:00:01.012871Z,RECOVERED,http://covid.gov.pk/,"87 new recoveries reported in Sindh taking the tally to 128,494",
3365,18167,,2020-09-23T02:27:00Z,INFECTED,http://covid.gov.pk/,"16 new cases reported in AJK taking the tally to 2,566",
3366,18168,,2020-09-23T02:27:00Z,INFECTED,http://covid.gov.pk/,"39 new cases reported in Islamabad taking the tally to 16,246",
3367,18170,,2020-09-23T02:27:00Z,INFECTED,http://covid.gov.pk/,"31 new cases reported in KPK taking the tally to 37,418",
